,_id,date,bug,__,ns,nd,nf,entrophy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
0,7ff9b5e7960c9af4d2ba07d3470483b51a02c825,1388666079,1,1,2,2,2,0.39124356362925566,26,0,3661,1,11,23.489542824074075,124,3167,140.77972515874953,305
1,712b704995b043e4a4d99ad30227e5434cb6503c,1388667687,1,1,2,2,2,0.6136190195993708,32,1,3340,1,22,8.89355324074074,214,3169,142.7236156304756,305
2,ac2334c5e86fc350c298c6647ae4cbd01cc6fb31,1388669717,1,1,2,2,3,1.0408520829727552,23,1,5542,1,24,15.701801697530865,279,3172,145.60879216341192,305
3,3743c4479cbac2ff6c8704e9f0a938a9ad18c145,1388748289,0,0,1,1,1,0.0,2,4,736,0,27,28.828171296296297,325,10181,654.0536132900224,122
4,a8c16bcddf8ea1c15574f4c6305041f3a02174d1,1388759616,0,0,1,1,1,0.0,1,6,98,0,3,816.1555092592592,8,10182,654.9130713497927,13
5,a9f59f5a249a7f22519f90b482e2619a1a2459d1,1388768589,0,0,1,2,2,0.8453509366224365,5,6,3133,0,11,642.5220601851852,166,10184,656.7252947882192,1234
6,72a2dd63bdac100bd99c0df62690bd2dfb915634,1388769524,0,0,1,2,2,0.8080927832245586,8,117,649,1,7,652.9445891203703,31,103,103.0,5
7,34cf1bdbcef86349b12798d93b90bfae77c8a52f,1388769640,0,0,1,1,1,0.0,3,4,1296,1,9,654.9470949074074,57,104,103.99731841509086,6
8,e1051acac48de2e59e4c3d2d0f46898b4067bf9a,1388979609,0,0,1,1,1,0.0,4,0,636,1,12,52.80710648148148,53,105,2.395903731836416,54
9,25dbd9e17c7b6920dccf1b458296dbbe00f382de,1389004548,1,1,2,6,21,3.2573455788482772,347,293,50795,1,31,74.40314551767676,1330,139,24.340850564515755,66
10,75539f3ab0e73a2b15f1fc62429d01cf2819baa7,1389009601,1,1,1,1,1,0.0,25,26,2103,0,4,25.9190625,20,9538,19.081994069756803,65
11,0dd37821ded6cabd80be1e485c81e88c1a17a94f,1389014845,0,0,2,2,2,0.9876925088958034,21,2,1131,0,11,449.5368460648148,74,450,149.42816100803736,135
12,23f99b8ee2d416cf9b0622bf3ddf2ea4961ce8f4,1389015187,1,1,1,2,5,2.006197460425245,52,50,11586,1,19,0.12313657407407408,331,10189,657.4449815129249,122
