,_id,date,bug,__,ns,nd,nf,entrophy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
0,bf9d9ed9876d8e166f26c76d4e230a673b90e9f8,1306860766,0,0,2,2,2,0.9709505944546686,2,3,315,0,2,10.862881944444444,5,408,28.665082537700517,17
1,e43d3c46693564119ab10b232ac0ccdc24d598f5,1306860830,0,0,1,1,1,0.0,151,21,270,0,2,12.09068287037037,8,409,29.662086759405558,3
2,55e902558210f6c12013a50570577b382e5ca134,1306863057,0,0,1,1,1,0.0,5,0,58,0,2,48.935196759259256,13,410,30.534159050033328,3
3,4e67700dabb562f3e7b4881f9c0a94039c9895b9,1306863057,0,0,18,18,1,4.169925001442313,18,18,2276,0,9,196.19468428497945,187,428,48.53415905003329,268
4,f258b54813e7694bf3a84046393ad16882dab867,1306929466,0,0,1,1,1,0.0,1,0,228,0,2,529.2915509259259,9,5147,4868.848418933134,12
5,a52f8cd6a307d3933d1602f1f233baf92dc9ad6b,1307034113,0,0,5,5,1,2.301243621933551,65,13,1040,0,8,1.979861111111111,97,433,35.50487030560624,37
6,1199891854bfce499b40c3611b026c025cc30816,1307085133,0,0,1,2,2,0.4488644887230294,27,5,568,1,7,202.26608796296296,33,5149,4869.221919002655,415
7,c82e9e98b6d41dbd2267d72b96627a03c94739ab,1307100912,0,0,1,1,1,0.0,3,0,512,1,8,14.815185185185186,50,5150,4869.838561572429,118
8,3ec87fa1be72ec3bf5bc46e60c9be6c5b1c9b8a8,1307342621,1,1,4,4,9,2.846698282493118,52,21,3167,0,16,201.75335005144032,196,45,22.34617839691948,28
9,3cd9de924ee41754d8ac5129f62c212c5cf740f7,1307350045,0,0,1,1,1,0.0,1,1,182,1,3,151.50074074074075,4,5151,4868.148560576988,416
10,066c71219d2be24e04691221d30ac8c345c588ec,1307455992,0,0,3,3,4,1.3418960691656066,64,49,999,0,9,165.41454282407406,50,528,243.77047369733262,103
11,d12c47672c291fa5caac0135f5afaca6a1d4d7de,1307459610,0,0,1,1,1,0.0,7,0,135,1,2,144.59665509259258,2,434,22.153019666785912,35
12,99071dd23240d121967f84759651f61f698442e0,1307464933,0,0,1,2,4,1.9219280948873623,5,5,1294,1,13,96.18693865740741,48,438,26.0123391127623,125
13,e313242c05197c6f8a62e44415e578e340962822,1307466639,0,0,3,4,5,2.0940001605649314,25,17,1457,0,15,21.869372685185187,137,443,30.891375220738144,86
14,0a939db5bfff20d7622e5d8aee0e0f9cf1c9aa9e,1307466764,0,0,1,1,1,0.0,1,0,58,0,2,55.9225462962963,14,444,31.875434527001573,3
15,019d2c4dfb7351c43858b582ac32bb5e9b176c88,1307472442,0,0,2,2,2,1.0,2,2,321,0,5,9.862158564814814,35,446,33.12968720070126,39
16,f86b2141843e3dced579330dd8e11c5ea01f9dd4,1307477854,0,0,1,1,1,0.0,23,61,556,0,7,27.038888888888888,17,10,5.179716905594135,2
17,1118daf7793015f1da5c11e2610551cbd1528e3c,1307479432,0,0,1,1,1,0.0,2,1,232,0,4,152.99827546296297,7,447,33.16559842237859,125
18,bd1ee1ad1229313be7cdc5d3c3b450772774972a,1307479617,0,0,1,1,1,0.0,1,0,64,0,2,0.08304398148148148,16,448,34.13960702230474,3
19,ec40063ea53bb8958df2d20b94d4b11e241d6e65,1307542614,0,0,1,1,1,0.0,3,3,32,0,2,0.8778935185185185,2,449,29.02016328004596,4
20,fb9760ed11d3f4c88361199e3e9217c7eb9d6d46,1307641771,0,0,2,3,5,1.9887513942845325,37,35,649,0,12,183.96816435185187,60,57,55.7231608153973,22
21,30d452905f166b316152f236422f85c8aa75a2d0,1307663303,0,0,2,2,2,0.7706290693639405,31,0,2182,0,15,38.696556712962966,87,25,2.220199735942627,13
22,91784eb5db034f9ca169757973888b5760e637c3,1307724596,0,0,1,3,5,1.5978767660858626,89,25,1387,0,11,103.23866898148148,199,533,244.8222400178787,67
23,d8d842afa6ae4344fb5f79afc321e0ee76ac22fd,1307727653,0,0,1,1,3,1.5304930567574826,2,7,547,0,8,476.27343364197526,64,536,247.61085758442155,69
24,0afeb33e4ed03ed689c4d444b5ded7950cb7ea02,1307743134,0,0,1,2,5,1.6403934142576362,39,6,1806,0,12,20.7849837962963,230,541,251.087790182294,70
25,eef07192d690b4ba6ee5ce23b5afb47a5b000bf9,1307978557,0,0,1,1,1,0.0,3,1,134,0,2,297.6379166666667,6,450,18.923130390874615,1
26,4eaa92e82cf0dfd85e5c1e641b75ac985e4364f7,1307978627,0,0,1,1,1,0.0,1,1,327,0,7,297.63872685185186,72,451,19.921514521227802,6
27,db0205b56de7b7f50a67f7d9bc23b3e42301eddd,1307981002,0,0,1,1,1,0.0,2,1,227,0,2,541.4951157407407,6,452,20.84075564740578,2
28,4ed98336b42a0bc4315c99581e5b7a5ea6513476,1307981947,0,0,1,1,1,0.0,1,1,327,0,7,0.038425925925925926,73,453,21.798623411302902,6
29,600226a25eac27bf30dfb6f3e753b8a2fed4a80b,1307982072,1,1,1,1,1,0.0,2,8,786,0,7,10.973125,74,454,22.791656886292213,6
30,0fb80b51338fcdaba6276c5a2ffb6955e0b7c920,1307986495,0,0,1,1,1,0.0,1,1,318,0,2,153.9326388888889,3,455,23.506268100741693,125
31,fad47c72ac6a3192980b8f618af5842b83aac5d5,1307986546,0,0,2,3,3,1.1060011250140076,70,10,501,1,5,17.942743055555557,34,458,26.502521011629828,161
32,b5421319660e8d7378c08edae589ffbd6916ae1a,1307986547,0,0,1,1,2,0.9414231081869793,93,13,2390,1,13,87.4167361111111,64,460,28.502412853417475,125
33,e7fdc9aeda12402fa9abce89ea6f4d046a60235a,1307986547,0,0,1,1,2,0.7219280948873623,16,4,312,1,2,87.345,5,462,30.502412853417475,35
34,32a5a34cd1194fcda4f6275570ead0dd4e844949,1307989423,0,0,2,3,2,1.1302781873214736,31,3,1053,0,8,54.631597222222226,109,158,76.69800233116115,24
35,9f2535231b72535c61827df6ff03fcd175c5f1f9,1308009071,0,0,4,7,7,1.8623836530726796,173,34,2469,0,18,63.001163194444445,214,470,35.68281428885176,187
36,7b8c92b5a561c6a0347655b42e8d6913a4ea5274,1308009071,0,0,3,3,2,1.334599425999111,29,0,2126,0,9,14.190300925925927,116,473,38.68281428885172,140
37,f93796cd53c49c82334bb4438564b09fe8b73aa2,1308009093,0,0,1,3,4,1.9233213170522767,85,15,1278,0,10,5.41056712962963,39,94,91.59713595901141,24
38,e49c9b16e50c0df336f32524dc2d144ca25816dd,1308010594,0,0,3,3,5,1.9979914024563732,24,6,758,0,14,92.05290972222222,114,62,52.41324265489327,21
39,9161c709eefc0828a8af4d46f6e8409c307aea1e,1308064595,0,0,1,1,1,0.0,4,3,89,1,2,151.59879629629629,2,474,31.436676262941457,36
40,8b962b12e94d5bab15f68ee14a1843c60d3861f1,1308066155,0,0,1,1,3,1.5812908992306927,19,1,1585,0,6,77.26620370370371,96,544,242.0804328495676,73
41,aaca9593f13cca311f5041e61317ec190353a854,1308072289,0,0,3,3,3,1.3516441151533924,14,4,576,0,17,81.04133101851852,54,477,33.637436410040394,153
42,997f290523488bbf5dec0ad190f70d5d1184048d,1308075349,0,0,1,1,1,0.0,6,5,270,0,10,0.035416666666666666,29,478,34.237622459316384,19
43,a06318288b73ba0e5e0015660cbcda277a4e69b4,1308075498,0,0,1,1,3,1.3787834934861758,7,7,914,0,12,152.52513888888888,41,481,37.2168897882729,11
44,7f1cf2861e372601b3e23e9b444f62f90ab79b12,1308079865,0,0,1,1,2,0.362051251733998,17,12,236,0,9,25.848263888888887,30,483,38.48509357899089,37
45,8979aa21fc2260822c23c366c20a077a99e90da4,1308086856,0,0,1,1,1,0.0,65,67,327,0,5,21.317337962962963,17,484,38.26454672460163,19
46,8d56f4680802d893eb67dd37adf70a4bbf8717f7,1308087276,0,0,1,1,1,0.0,27,28,325,0,5,0.004861111111111111,18,485,39.190644299165555,19
47,7fdf53e3343c94f38aa96ea4f2b42754a9c35b30,1308088379,0,0,2,2,2,0.5328350630342235,86,13,396,0,5,10.673865740740741,25,487,40.98630681634085,31
48,e0d44f8e143ccb01a47ce453122c8ae779381ccd,1308088683,0,0,1,1,1,0.0,19,9,387,0,5,0.0035185185185185185,20,488,41.923620798492614,19
49,4c7f920816ad63ce80f58b42c9aba763b45af9ba,1308088916,0,0,1,2,3,1.2948203552808069,9,21,732,0,11,115.26484182098766,65,547,244.1798949126926,8
50,0b30d72230d8dc1feaebb9b5120da0d6d3d3b010,1308092679,0,0,1,1,2,0.7219280948873623,6,4,782,0,5,3.9720949074074072,59,549,245.93388230044715,73
51,90d1e70d8253cb2680210b92406c287a9f54d8a1,1308095419,0,0,1,1,1,0.0,19,7,291,0,10,0.006608796296296297,30,489,41.54045686139226,19
52,477692458caf7feea1ce5066a5813397562a00e8,1308095419,1,1,2,2,19,3.792987907374859,267,198,1910,0,21,203.10272599902535,143,508,60.54045686139239,45
53,49cd59bc867d5fc29abcdbc4aac9bb7b826b6705,1308095959,0,0,1,1,1,0.0,5,2,599,0,6,155.29021990740742,13,26,1.5413495240667379,8
54,ad9d7812ad11c6a64b61709bb905c16ec043707d,1308098277,0,0,1,1,1,0.0,0,7,64,0,2,7.049270833333333,2,509,60.357604896342636,38
55,5a2f333882811a27c2a89a73f75e473d476b1cd2,1308101218,0,0,2,3,3,1.0087600267079522,33,9,550,0,5,243.98342206790124,35,512,62.173609314923866,145
56,df1b03ffd5449787857502a8f0adefc19cab4454,1308101441,0,0,2,2,2,0.3095434291503252,66,24,147,0,3,4.158726851851852,6,514,64.07877065113544,166
57,f3ea0ab094a66683022bde95658c4ca78bf349f1,1308101448,0,0,3,3,3,0.9132829641650988,17,2,326,0,12,108.89135030864198,41,65,52.42096889079304,22
58,1418b1beb05c804e86806699f667c7cb00722656,1308155707,0,0,1,6,6,2.39874606895802,9,14,887,0,6,8.306502700617285,26,520,53.99671461165522,132
59,dd7a88b074a19d3fedab9e0d9a1a6d39a5054eea,1308163348,0,0,1,4,4,1.7381493331928661,15,11,607,0,8,3.7245688657407405,27,524,56.06015027740748,133
60,3eeaa04459ff675eddceaf529d26691c861c203b,1308184106,0,0,1,2,2,0.5665095065529053,2,13,578,0,8,175.42109375,58,551,243.63820086262504,74
61,a1652c6459598e1246105b666a79d031b7866a9d,1308187191,1,1,4,10,27,3.929433345833687,527,212,5226,0,17,81.83317215363512,272,551,77.26306494142665,236
62,7bd554edcb59fd42d62bfd15f57aaba9ab60f8a7,1308246265,0,0,2,3,3,1.0957952550009338,56,32,884,0,6,0.6837268518518519,43,554,60.218579461742046,174
63,d070d81adee5fd52d0401e2486f95569c39d7a34,1308246265,0,0,3,3,3,1.191603636543317,19,4,713,0,6,70.98506558641975,29,557,63.218579461742046,193
64,31b195ce19790224e65a7a6dc3ceab7bd77cc785,1308246265,0,0,1,3,3,1.4195562985716133,7,6,750,0,7,2.9550925925925924,21,560,66.21857946174204,134
65,dc1f28f00cbc1d7ecc0686b5d0b594616318ac4b,1308246274,0,0,4,10,12,2.451430415975751,7,48,2367,0,16,4.102282021604939,154,572,78.21561394263223,241
