"ID","Type","Stars","Status","Owner","Summary","Opened"
"2033","Bug","1","Released","","gerrit review --label preserves case provided by user","Jul 25, 2013"
"2032","Feature","2","New","","Allow drafts to be optionally visible, similar to regular patches","Jul 25, 2013"
"2031","Feature","2","New","","Plugins documentation is hard to find","Jul 24, 2013"
"2030","Bug","1","Duplicate","","Bold font issues in Chrome on OSX","Jul 23, 2013"
"2029","Bug","2","Duplicate","","Cannot view files when using internet explorer","Jul 23, 2013"
"2028","Bug","5","Released","","Wrong commit in ChangeMergedEvent when submit type is rebase","Jul 23, 2013"
"2027","Bug","6","New","","OpenID login page lacks proper styling","Jul 23, 2013"
"2026","Bug","2","New","","Outgoing emails miss comments intended for the very first commit message in repo","Jul 23, 2013"
"2025","Bug","33","Released","","replication fails with org.eclipse.jgit.errors.MissingObjectException: Missing unknown <SHA>","Jul 22, 2013"
"2024","Bug","3","New","","Make your installer suck less","Jul 20, 2013"
"2023","Bug","1","Duplicate","","Diff view ignores tab width setting","Jul 19, 2013"
"2022","Bug","3","New","","Diff view calculates column width wrong when code contains tabs","Jul 19, 2013"
"2021","Bug","5","New","","""Unique index or primary key violation"" on cherry-pick","Jul 19, 2013"
"2020","Feature","4","New","","All hook processing stops - but Gerrit keeps working fine otherwise - implement better handling of dead hook subsystem","Jul 19, 2013"
"2019","Bug","1","Invalid","","account hartsock and hartsocks need to be merged to hartsocks","Jul 18, 2013"
"2018","Bug","2","New","","gerrit test-submit-rule <ChangeID> fails with if ChangeId is used in more than one branch","Jul 17, 2013"
"2017","Bug","3","Released","","gerrit on centos 6 does not start with ""String index out of range: -1"" in log","Jul 17, 2013"
"2016","Bug","2","Released","","Flush caches after set-account","Jul 17, 2013"
"2015","Feature","36","New","","Add images to comments","Jul 17, 2013"
"2014","Bug","2","New","","Format of comment in comment-added event from stream-events changed in v2.6.1","Jul 16, 2013"
"2013","Bug","1","Released","sop@google.com","Watched Changes empty if watching more than one project","Jul 16, 2013"
"2012","Bug","5","Duplicate","","Can't push tags to gerrit","Jul 16, 2013"
"2011","Bug","16","New","","Syntax highlighting performance regression in Gerrit 2.6 and Gerrit 2.7-rc2","Jul 15, 2013"
"2010","Bug","2","Released","","NPE when searching for 'owner:self' in v2.6.1","Jul 15, 2013"
"2009","Bug","1","Invalid","","Nexus 4 Driver Touchscreen (Or deep sleep) problem","Jul 14, 2013"
"2008","Bug","1","Duplicate","","Gerrit rejects patches with committer date change and no other change","Jul 12, 2013"
"2007","Bug","3","New","","Wrong behaviour of Gerrit, if Push for review into wrong branch (ref/for)","Jul 12, 2013"
"2006","Bug","2","WontFix","","gerrit /projects REST API returns invalid json","Jul 11, 2013"
"2005","Bug","17","Duplicate","","Memory Leak","Jul 10, 2013"
"2004","Bug","1","Duplicate","","commit-message-length-validator plugin causes all requests to return 404","Jul 10, 2013"
"2003","Bug","47","Released","","java.lang.OutOfMemoryError: Java heap space","Jul 9, 2013"
"2002","Bug","17","New","","Cannot query the database","Jul 9, 2013"
"2001","Bug","4","New","","Current revision not being listed for a particular change using REST api","Jul 9, 2013"
"2000","Feature","11","Duplicate","","support showing 'raw' view of file in review","Jul 9, 2013"
"1999","Bug","2","Invalid","","creating project with a / will cause an error (404 not found)","Jul 8, 2013"
"1998","Bug","1","Duplicate","","Default side-by-side width change with 2.6.1","Jul 6, 2013"
"1997","Bug","1","Invalid","","Deny push rights for certain branch","Jul 5, 2013"
"1996","Feature","2","Released","","allow ESCAPE to exit help popup","Jul 5, 2013"
"1995","Bug","8","Duplicate","","Thread HTTP-23 threw exception java.lang.OutOfMemoryError: Java heap space","Jul 4, 2013"
"1994","Bug","6","New","","Code review diffs for subtree merge strategy merges are noisy or wrong","Jul 4, 2013"
"1993","Feature","2","Released","zaro0...@gmail.com","make label accessible to the change owner","Jul 4, 2013"
"1992","Bug","1","Released","","'Edit Topic' comment action is not treated as an event","Jul 3, 2013"
"1991","Feature","9","New","","Enable customization of Login screen","Jul 3, 2013"
"1990","Feature","1","Released","","Use optional CRL with CLIENT_SSL_CERT_LDAP","Jul 3, 2013"
"1989","Bug","4","New","","""Merged"" commits dashboard only shows ""check"" for label max value rather than checking if the label is approved","Jul 2, 2013"
"1988","Bug","1","WontFix","","updating a draft change might put parent change in ""Half-Draft"" mode","Jul 1, 2013"
"1987","Bug","4","New","","Avatars make pointless request when no avatar installed","Jul 1, 2013"
"1986","Feature","3","New","","Don't monitor certain branches (configurable option)","Jul 1, 2013"
"1985","Bug","4","New","","%base feature keeps changes in ""Submitted, Merge Pending"" status after the submit to master","Jul 1, 2013"
"1984","Bug","9","Released","","Side-by-side review for image review is broken","Jul 1, 2013"
"1983","Feature","12","New","","Filter to exclude files from Change Overview (e.g. generated src-gen files)","Jun 27, 2013"
"1982","Bug","2","New","","Format of createdOn and lastUpdated times differs in query and stream-events","Jun 27, 2013"
"1981","Feature","2","New","","Stream events support for changing user access rights","Jun 27, 2013"
"1980","Bug","12","WontFix","","Per file ""reviewed"" column no longer getting ticked off?","Jun 27, 2013"
"1978","Bug","3","New","","Use openid.sreg.timezone to set time zone","Jun 27, 2013"
"1977","Bug","2","New","","gerrit query command line output not filtering out obselete approvals","Jun 27, 2013"
"1976","Bug","1","Invalid","","Cannot configure Verify Label","Jun 26, 2013"
"1975","Bug","3","New","","can't submit/push/addreviewer/add comment","Jun 24, 2013"
"1974","Bug","1","Released","","Diff view of identical JAR files claims that ""Binary files differ""","Jun 21, 2013"
"1973","Bug","17","Released","","gitweb link does not authenticate","Jun 21, 2013"
"1972","Feature","2","Duplicate","","Gerrit could advice to install commit-msg hook","Jun 21, 2013"
"1970","Bug","21","Released","","Submitting a change which depends on an outdated change stuck on ""Submitted"" state","Jun 20, 2013"
"1969","Bug","4","WontFix","","Uncaught TypeError: Cannot read property 'Code-Review' of undefined ","Jun 19, 2013"
"1968","Feature","2","Released","","Custom robots.txt","Jun 19, 2013"
"1967","Bug","2","New","","can't click ""review in progress"" button on my own reviews","Jun 19, 2013"
"1966","Bug","8","Released","","Plugins that instantiate web servlet cause ""404 not found"" error when running Gerrit in tomcat.","Jun 18, 2013"
"1965","Bug","3","Released","","latest snapshot gerrit doesn't care about canonicalURL and uses tomcat/jetty paths directly","Jun 18, 2013"
"1964","Bug","2","New","","Suggestion on updates to hooks-rtc documentation (config.md)","Jun 18, 2013"
"1963","Bug","3","Duplicate","","fatal: ""--verified"" is not a valid option when running gerrit cli","Jun 18, 2013"
"1962","Bug","1","Invalid","","Unexpected error: Not Found (404) in Eclipse after upgrade to 2.7-rc1","Jun 14, 2013"
"1961","Bug","3","New","","Creating a new group results in internal error","Jun 14, 2013"
"1960","Bug","1","Invalid","","Wrong German Translation for ""wifi_signal_style""","Jun 14, 2013"
"1959","Bug","2","New","","Cache docs incorrect for 2.6","Jun 13, 2013"
"1958","Feature","2","New","","Excluding author from peer reviewer list in gerrit","Jun 11, 2013"
"1957","Feature","1","Invalid","","Option to disable lock-screen widgets","Jun 10, 2013"
"1956","Bug","1","Incomplete","","adobe flash player setting","Jun 9, 2013"
"1955","Feature","2","New","","Draft reviews should display in a separate section from Incoming.","Jun 9, 2013"
"1954","Bug","10","New","","gerrit-""internal server error""","Jun 8, 2013"
"1953","Bug","2","New","","change smtp setting won't work (v2.5.3)","Jun 8, 2013"
"1952","Bug","6","Released","","Gerrit 2.6-rc3 cannot show diffs when running in IE in compatibility mode","Jun 8, 2013"
"1951","Bug","1","Duplicate","","Show Patch Set in Reverse Order get corrupted after changing commit message","Jun 8, 2013"
"1950","Bug","17","Accepted","","Commit message editor should wrap and trim the message","Jun 8, 2013"
"1949","Feature","1","Released","","Can I just download/get the files included in one patchset without retrieving the whole repository?","Jun 7, 2013"
"1948","Bug","1","Invalid","","improper param passed to validateAccess fileSD.py","Jun 7, 2013"
"1947","Bug","1","WontFix","","Project-specific labels are not support on CLI","Jun 6, 2013"
"1946","Feature","2","New","","Include pictures in comments","Jun 5, 2013"
"1945","Bug","3","New","","Installation Documentation for MySql not working in utf8 environments","Jun 4, 2013"
"1944","Bug","1","Released","","Array index 1724 out of range, in Chrome, not Firefox, when comparing a quite large file","Jun 3, 2013"
"1943","Bug","1","Duplicate","","Switches to one-column view after viewing differing binary file","May 31, 2013"
"1942","Bug","1","Duplicate","","can not delete branch using ""Force Push"" after upgrade ","May 30, 2013"
"1941","Bug","1","Duplicate","","""Diff All Side-By-Side"" Doesn't Work With Files With Spaces In Their Names","May 30, 2013"
"1940","Bug","2","New","","Off-By-One Getting Email Domain When Checking openIdDomain","May 30, 2013"
"1939","Bug","2","Invalid","","Repair corrupt gerrit","May 29, 2013"
"1938","Bug","1","Submitted","","Error 500 if no dashboards are defined","May 29, 2013"
"1937","Bug","2","New","","SSH connection does not work when user name is not specified","May 28, 2013"
"1936","Bug","3","New","","Cannot see if anyone else has reviewed a commit in the list.","May 28, 2013"
"1935","Feature","9","New","","Add ""author"" to gerrit query ""--patch-sets"" output","May 28, 2013"
"1934","Bug","1","Invalid","","gerrit query does not work with negation of search operator ""age""","May 28, 2013"
"1933","Bug","0","Submitted","","Abandon a change , push it to an existing one which cannot be closed by push passby review later.","May 28, 2013"
"1932","Bug","1","Submitted","","No possibility to unset topic of a change","May 27, 2013"
