"ID","Type","Stars","Status","Owner","Summary","Opened"
"3347","Bug","1","Invalid","","Ambient display tile not functional","May 1, 2015"
"3346","Bug","1","Released","","documentation: typo in Apache 2 Configuration section","May 1, 2015"
"3345","Bug","31","Released","","Preserve line-endings in inline editing","Apr 30, 2015"
"3344","Bug","1","Invalid","","surfaceflinger crashes using webkey","Apr 30, 2015"
"3343","Bug","1","CannotReproduce","","Change-Id is written at bottom of commit message, but Gerrit rejects push as though it's not there.","Apr 29, 2015"
"3342","Bug","5","New","","Cannot change project settings","Apr 28, 2015"
"3341","Bug","1","Invalid","","Call noise reduction not working","Apr 28, 2015"
"3340","Bug","3","Released","","Uploading project.config with bad regexp borks the gerrit server","Apr 28, 2015"
"3339","Bug","1","Invalid","","Gerrit code review email notifications","Apr 27, 2015"
"3338","Bug","2","New","","change-merged doesn't run when pushed directly to refs/heads/*.","Apr 27, 2015"
"3337","Bug","1","Released","","Canceling Revert leaves the button grayed out","Apr 27, 2015"
"3336","Feature","3","New","","Support listing of topics","Apr 27, 2015"
"3335","Bug","2","New","","click gitweb occur ""not found"" message","Apr 25, 2015"
"3334","Bug","2","New","","Odd permissions issue git push branch results in ""failed to lock"" error.","Apr 24, 2015"
"3333","Feature","6","Released","","Index and search changes by git author and committer","Apr 24, 2015"
"3332","Bug","1","Invalid","","Cannot install delete-project plugin","Apr 24, 2015"
"3331","Bug","2","New","","Status bar in reindex --recheck-mergeable uneven updates","Apr 24, 2015"
"3330","Bug","5","CannotReproduce","","Side-by-Side reviews are blank","Apr 24, 2015"
"3329","Bug","3","New","","Pushing tag objects to refs/heads/* is legal if the tag points to a commit in the remote branch's history","Apr 24, 2015"
"3328","Bug","3","Released","","Cannot push a tag that points to a tree rather than a commit","Apr 22, 2015"
"3327","Bug","1","Invalid","","hammerhead bootloader and radio are downgraded from AOSP5.1 to AOSP5.0","Apr 22, 2015"
"3326","Bug","1","CannotReproduce","","Ctrl+F not working anymore to search in diff-view in 2.10.3","Apr 22, 2015"
"3325","Bug","2","Released","","change-merged hook arguments contains undocumented option --newrev","Apr 22, 2015"
"3324","Bug","3","New","","Gerrit wrongfully ignores UI request to add missing group member(s) to review","Apr 22, 2015"
"3323","Bug","3","Released","marco...@gmail.com","Fatal internal server error (NPE) upon cloning towards slave while hiding some refs","Apr 22, 2015"
"3322","Bug","4","New","","Unusual/poor handling of incomplete push via replication","Apr 22, 2015"
"3321","Bug","1","Invalid","","Issue in installing git commit-msg hook","Apr 21, 2015"
"3320","Bug","1","Invalid","","Gerrit wrongfully ignores UI request to add missing group member(s) to review","Apr 21, 2015"
"3319","Bug","1","Released","","Quick approve button broken","Apr 21, 2015"
"3318","Feature","1","Released","","The ""Reply"" button should be highligted something, when inline comments are made","Apr 20, 2015"
"3317","Bug","3","New","","Raw file display doesn't work in GitBlit plugin","Apr 20, 2015"
"3316","Bug","3","New","","Stack overflow in GitBlit plugin","Apr 20, 2015"
"3315","Bug","1","Moved","","Gerrit is crashing trying to render a markdown page (I think)","Apr 18, 2015"
"3314","Feature","2","New","","Add back verified and code review","Apr 18, 2015"
"3313","Bug","2","Released","","Can't get informations using gerrit stream-events","Apr 17, 2015"
"3312","Bug","2","Released","","Generated patch is not a valid base64","Apr 17, 2015"
"3311","Bug","5","Released","","Submodule subscriptions may allow security breaches.","Apr 17, 2015"
"3310","Bug","2","Released","","Disabling a plugin doesn't work when running Gerrit on Windows 7","Apr 16, 2015"
"3309","Feature","2","New","","Add option to set visible label in the change table","Apr 16, 2015"
"3308","Bug","2","AwaitingInformation","","Client-side console output always shows default web server port for new changes","Apr 16, 2015"
"3307","Bug","1","Invalid","","Adding patch to the older change id","Apr 16, 2015"
"3306","Bug","1","Released","","refs/users/default in All-Users is invisible via gerrit","Apr 16, 2015"
"3305","Bug","1","WontFix","","Eclipse project cannot be generated after buck clean if the project does not compile","Apr 16, 2015"
"3304","Bug","2","Released","","datacell class missing title element when ""Display in Review Category"" set to name, email or username","Apr 16, 2015"
"3303","Bug","2","Duplicate","","Next/prev file keyboard shortcuts does not work on binary files","Apr 16, 2015"
"3302","Bug","2","New","","Error when viewing file with unicode characters in filename","Apr 16, 2015"
"3301","Bug","2","Released","","Error reloading replication plugin - stable 2.11 rc2","Apr 15, 2015"
"3300","Bug","8","Submitted","","Severe performance degradation on Git operations in 2.10 compared to 2.9","Apr 15, 2015"
"3299","Bug","1","Submitted","","its-base - Unable to create injector - No implementation for java.io.File","Apr 15, 2015"
"3298","Bug","2","WontFix","","InlineEdit: file list does not close when pressing ESC in the add files suggestion list","Apr 15, 2015"
"3297","Feature","5","Accepted","","Simplify rebase dialog","Apr 15, 2015"
"3296","Bug","1","WontFix","","Removing approvals from a change in submitted state does not remove change from merge queue","Apr 15, 2015"
"3295","Bug","1","Invalid","","gerrit-trigger with dependency needs option to abort/un-queue itself if the upstream job fails","Apr 14, 2015"
"3294","Bug","2","Released","","Removing a file in Edit mode should revert its changes rather than deleting it","Apr 14, 2015"
"3293","Feature","3","Released","zaro0...@gmail.com","Support puppet syntax highlighting.","Apr 14, 2015"
"3292","Bug","4","WontFix","","Problems with copyAllScoresOnTrivialRebase=true not copying scores","Apr 13, 2015"
"3291","Feature","1","Released","","Query for edit patch sets","Apr 12, 2015"
"3290","Bug","2","AwaitingInformation","","Clicking ""Side-by-Side"" in edit mode can't show the edit","Apr 12, 2015"
"3289","Bug","1","Submitted","","NullPointException when use gitweb with gerrit 2.10.2","Apr 11, 2015"
"3288","Feature","2","New","","ApprovalInfo REST entity does not contain enough data","Apr 10, 2015"
"3287","Bug","2","Invalid","","Applying patch to kernel","Apr 10, 2015"
"3286","Feature","2","Duplicate","","Add support for syntax highlighting of puppet files","Apr 10, 2015"
"3285","Bug","1","Invalid","","Localization framework in neutron is not working correctly.","Apr 9, 2015"
"3284","Bug","2","Duplicate","","Prolog: reject(_) and ok(_) not working without user IDs","Apr 8, 2015"
