,_id,date,bug,__,ns,nd,nf,entrophy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
0,286bfd820f0116a0b012ac9446d7ce4156c24d0c,1451580138,0,0,1,1,1,0.0,1,0,293,0,8,52.873784722222226,14,880,407.5036010605553,49
1,2605168713139277fafa809f9fe0f98f4715f117,1451584226,0,0,3,4,17,1.3058763013256618,418,181,2663,0,42,306.1228029684096,263,5955,1069.8941600379594,662
2,7b7f41d109a227686feeebdbe79a036a90d9a626,1451676335,0,0,1,1,1,0.0,1,0,214,1,5,157.41099537037036,22,524,125.75830780396042,6
3,a74bb5aaa92bd427f3dd13ec840a9a52b9f31e8e,1451736065,0,0,1,1,1,0.0,78,46,183,1,4,15.974467592592593,4,525,126.0487863722907,109
4,41a7308273fbebe94a93e7842c4105aef10a0c5a,1452007350,0,0,1,1,1,0.0,25,8,128,0,2,26.888680555555556,5,1,1.0,1
5,82361ef02451e16234c22ab56bd70079fc993c2c,1452011424,1,1,1,2,3,0.618003859767427,18,16,657,0,4,14.488711419753088,47,1188,778.1786608273746,405
6,c0a5aeb28ef6283ebd18e9b9d4bd8d167d3e4dea,1452011646,0,0,1,2,3,1.1047909373235627,25,1,831,0,2,12.224378858024691,29,1191,781.1693636742779,405
7,1b3d9536eb3911dadd6f3a94480f5a344014fc6b,1452011765,1,1,1,2,11,2.8225591418310123,758,92,2925,0,2,21.79825441919192,51,1202,792.160270244721,405
8,65b73323a90b6f710b478fe61e95c3395093853e,1452017181,0,0,1,1,1,0.0,10,7,208,0,3,16.07548611111111,10,1203,792.12024486706,405
9,4da21baa808fd0d1adb14f8b18693dffbfffe45a,1452017735,0,0,1,2,4,1.950212064914747,4,3,1399,0,4,14.42206886574074,39,1207,796.0141209546588,405
10,8daa7ab22df5c5367d12806eb1b8f2b8287ec1d1,1452018195,0,0,1,1,1,0.0,1,1,476,0,2,6.995798611111111,20,1208,796.9057520934889,405
11,10e68e650044f7b749a5ccbe9c4032b7950f5835,1452019354,0,0,1,2,6,2.4795738784873698,122,23,1381,0,10,326.5227642746913,88,16391,724.6468696852821,92
12,08343f7dab9e695ec5a557f15afb927b892058c7,1452024746,0,0,1,1,3,0.8166890883150209,10,2,487,0,2,10.250925925925927,18,1211,798.336652999516,405
13,5132ea2b6194aff6d65391e50972c8f481d4e46a,1452025314,0,0,2,2,2,0.6500224216483541,9,3,311,1,10,114.09053819444445,55,82,16.185982952308308,14
14,f4a06114cc019e1d459ea89c0597361a97c11ed5,1452033492,0,0,2,2,2,0.9994110647387553,16,19,338,0,9,52.163402777777776,59,527,25.588744869782012,6
15,b0d9bad665641f225fd34847f323004e7ad4badc,1452092392,0,0,1,3,3,1.5499464238391125,41,23,222,0,2,8.775717592592592,10,1214,789.1024857191825,405
16,dd0f6dea2ff9b92bf68861608af1f777de0b46c8,1452092516,0,0,2,3,3,1.3249692858267146,16,7,387,0,8,103.92235725308642,65,17092,6518.793853741416,998
17,ccb946c97ae43ea83e27afcf8c268fc590178bdc,1452093033,0,0,1,1,1,0.0,3,1,100,1,3,315.7611689814815,6,2,1.509427954859023,1
18,bb5c68c4b94585aa02847002a619f36bf32ec4ce,1452094124,0,0,1,2,1,1.0,14,8,125,0,4,177.70142939814815,16,17094,6520.705975194696,144
19,e4aa03008f17d085a6d9d77459836ab2a9b3062b,1452095382,0,0,1,1,2,1.0,2,2,1162,0,41,64.95594907407407,239,17096,6522.348746135401,33
20,f83c424b4b7a92d687ebfee519ffda05c6798c74,1452095428,0,0,5,18,24,4.320019518746028,43,47,9791,0,45,103.38893663194445,691,17120,6546.331282050994,1235
21,31839d5b28159225c3145c089e3495f97e2c809f,1452095451,0,0,1,1,1,0.0,1,0,1005,0,22,15.726481481481482,115,17121,6547.316169420103,972
22,9c64a7367b8a8d5df0b88fea4ca04e988038a29e,1452097758,0,0,1,1,1,0.0,44,33,102,0,2,0.8703472222222223,4,1215,789.302741435472,405
23,c466e61290a29bfb070b3ad1bf82160e04451d18,1452098752,0,0,1,1,2,0.7219280948873623,3,2,122,0,8,133.10857638888888,21,17123,6547.1882847692395,206
