,_id,date,bug,__,ns,nd,nf,entrophy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
0,927698d5cc0a2d46a95a0cca93b2104bd5323f0e,1306857891,0,0,1,1,1,0.0,1,1,23,0,10,7.209710648148148,60,1549,901.7598192764226,6
1,3d62d75f7c6bc018e8c443ffe7b9de52de74a05d,1306857981,0,0,1,1,1,0.0,1,1,56,1,7,5.385034722222223,10,1322,17.428567312770962,487
2,9704734c2a12d7b57aedb4c0e92bef31fc77c521,1306858900,0,0,1,1,1,0.0,4,4,9,0,16,5.308726851851852,80,8478,391.73964635471293,13
3,c9162bd9def4b3536a6afd16321ed6d6524f9284,1306860098,0,0,1,1,1,0.0,1,1,9,0,16,0.013865740740740741,81,1550,902.7269984986231,6
4,0b31baecb218435a87d73ea2f3c6af7ed447a39c,1306862696,0,0,1,1,1,0.0,1,1,23,0,10,11.09181712962963,61,1551,903.6607760485194,6
5,317ee8b6899a5c838d2c4949636cba0f1a0412e3,1306865791,1,1,1,2,2,0.761587786957669,73,4,1013,1,4,4.622262731481482,27,5299,1016.4636117633903,1896
6,a32935aa036756e8c9aac67cba890321adfa8fbe,1306876178,0,0,1,1,1,0.0,11,0,77,1,4,4.064849537037037,6,2458,5.921692134089464,562
7,4f293516c24fcf012507a9bcccd7f118ae0ff6c6,1306876444,0,0,1,1,1,0.0,1,1,9,0,16,0.1891898148148148,82,2459,6.916429178938546,8
8,301f8f87e9135d6daf53207657ece013ebf1e138,1306913144,0,0,1,1,1,0.0,20,3,363,1,11,6.908888888888889,26,1323,17.990470026292797,488
9,939db6c7d5133dd57c6eb1292d7ecdce175805cc,1306919252,0,0,1,1,1,0.0,12,0,192,0,11,6.094189814814815,16,1880,32.70536444909837,507
10,1d30f99f3a51d02e670720f6e2bb47c6e829b3fe,1306920105,0,0,1,2,2,0.4689955935892812,16,4,858,0,12,681.4188946759259,34,1882,34.69295105352165,509
11,f19862c1a282e8ffcb7a9540851b706126af7505,1306924062,1,1,1,1,1,0.0,1,1,1602,0,10,95.89232638888889,22,1552,903.2667667735404,387
12,3d2122d9fc0a28c7d609285a873146e480248e7f,1306927930,1,1,1,1,1,0.0,4,4,9,0,16,0.5959027777777778,83,109,10.417089790221416,4
13,d44891293b66ccd8bf332e4e114e8669607fbad7,1306933932,1,1,2,2,3,1.1238561897747248,25,25,555,1,40,5.831292438271605,313,1463,14.737830456463708,187
14,161be05bb2bc91df3306ef9897bbb372be0b4867,1306938291,1,1,1,1,3,0.9638809715451944,53,3,450,1,5,1115.8518016975308,30,1633,32.79208209946454,208
15,d412102228ba1f403317f3040800617ddf8bd665,1306941866,1,1,1,1,2,0.9910760598382222,16,2,1165,1,9,59.88931712962963,99,1564,37.64250880322442,416
16,93b391ee14c8f885d486bad3b7eb0bbf9c9bb714,1306942023,1,1,1,1,1,0.0,7,0,2184,1,21,5.032175925925926,147,1565,38.63828392775212,416
17,ab507caa56be5dc77c4f11de83dd605a0ca76a25,1306942092,0,0,1,1,1,0.0,1,1,9,1,16,0.09444444444444444,85,1464,15.430589373480132,49
18,63466a2edcb2f0af04e2e879a42ae7af96c9f494,1306942217,0,0,1,1,1,0.0,6,0,7349,0,17,6.991134259259259,523,1634,33.61252603709702,413
19,c56cec45b176fc9fe5227dc48c52117aa9cbad4a,1306942303,1,1,1,1,1,0.0,2,2,43,0,17,6.991944444444444,72,1635,34.60776784054391,1
20,b570398d3dfc8fcd698538b52ccf6cd7287271ec,1306944105,1,1,1,1,1,0.0,77,38,700,1,2,4.620810185185185,13,5300,1015.4737656820462,1896
21,f1fa244111532d8ac9f30a263bdb1602948c7b4b,1306949569,0,0,1,1,1,0.0,7,1,47,1,3,482.30586805555555,5,1636,35.15797648805949,414
22,3e19f4493f13ea23d10fced3352b36761d1182f2,1306950356,1,1,1,1,1,0.0,2,2,88,0,8,0.1900925925925926,106,296,2.0168735783611513,5
23,adb350f10b1530d9744f7947dc991465e442bdb7,1306951343,0,0,1,1,1,0.0,6,1,35,1,3,174.01644675925925,3,1637,36.03795197369786,415
24,0ab78f2244ed5db861dd88b7fc51762b55e8c9bc,1306955226,0,0,1,1,1,0.0,13,1,3254,1,21,13.159502314814814,184,1905,31.05516909065884,448
25,7c55de4647d9587bcd41f982e92cdb84cf2d5ae9,1306955240,0,0,1,1,1,0.0,5,2,572,1,5,2.202361111111111,29,1566,39.1921680726074,416
26,2802b0160fed2018683292e1ccaba46cfb2811ec,1306955349,1,1,1,1,1,0.0,32,24,332,1,2,19.032268518518517,17,1567,40.18767643434635,416
27,328eabc4f960ac34daac8319777259cecf627bf3,1306955843,0,0,1,1,1,0.0,8,4,989,1,16,93.13980324074075,60,232,6.122850726659966,73
28,dd511ed26794273caa01c085295c02628b0b690c,1306959076,0,0,1,1,1,0.0,1,1,9,0,17,0.19657407407407407,86,1638,36.47954025307166,2
