,_id,date,bug,__,ns,nd,nf,entrophy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
0,488c97e78984e780ed75ba934243e9292e4bd295,1294070016,1,1,2,3,6,1.6721822632632426,138,23,3551,0,11,299.0597974537037,160,8206,504.9760725433598,1317
1,32e22933511b113b473b8181c0600bafea59354d,1294129659,0,0,1,1,1,0.0,1,1,155,0,9,0.6903125,38,8207,503.50196469776216,1254
2,6ce98b5ce9339887af5b930f74df93d6b74d481c,1294130152,1,1,1,1,1,0.0,1,1,1114,0,9,7.72375,227,300,181.44162100127153,102
3,7484f6e0fea60a5c9704e48c936f66f1ffd421fd,1294150993,0,0,1,1,3,0.9864267287308425,8,1,2265,0,8,47.6322762345679,312,7937,1892.1484935508333,1185
4,a53e16a3216fb888cc81a7352caa53a21a0e656a,1294151549,0,0,1,1,2,0.9946937953613058,17,18,650,0,7,789.412957175926,35,8209,504.82851819015195,1254
5,2272994a47755f7ea4117de30be0ff732d831fdd,1294154426,0,0,1,1,1,0.0,0,168,168,0,2,733.7543518518519,5,8210,505.6902968061972,1254
6,f83fb56da6fe8cb1615ab01e297af6c4f72190b7,1294154680,1,1,1,6,14,2.8217946466259205,72,59,9394,0,15,352.74665013227514,528,8224,519.6754968212066,1254
7,99d9b3706a0fd4c70c78e47c6222a16045464d01,1294155360,0,0,1,1,5,2.0430576940642533,17,17,11763,0,9,301.30961574074075,156,8229,524.526891349336,103
8,750bdb6f5e7026d6f151f4073c0078f693b65cbd,1294160239,1,1,1,2,2,0.9798687566511527,9,3,715,0,6,305.5311168981481,42,7939,1893.8510549572156,1186
9,638c68e5a18371f44e1583693d03198558972e83,1294220950,0,0,1,2,4,1.9749375012019272,9,9,3135,0,7,154.02514756944444,146,8233,518.0266373855152,49
10,6b114984b4639b7396ebc914027bea356a59711f,1294222034,1,1,5,17,21,4.417440838912896,59,63,13660,0,16,412.9023722029321,685,8257,541.8761516054133,1496
11,025318188b582f93ba63c976254753e97e28ea84,1294222762,1,1,2,9,13,3.4735064271035,26,27,9065,0,15,215.002905982906,393,8270,554.5592878172907,1281
12,640820d78ee0410cf9fcb57eb9fe8c2d56063905,1294239844,0,0,1,3,3,1.1747579731719544,27,16,6641,1,13,8.03545138888889,483,7873,128.92314496221456,723
13,0715648b2b00f98da8e28f811104b9d3afc83142,1294242367,1,1,1,1,2,0.28907945973164645,151,7,1722,1,8,165.88179398148148,88,969,13.228118230724398,52
14,d5a839c3ec9d944206376df52f3ab60c7aa9de20,1294244724,1,1,1,2,3,0.38241057254747407,152,8,1738,1,9,375.93892361111114,102,972,16.174769894338674,53
15,ef65bf83ab84e01d5e02e1dffd704e6b1e6f3a5b,1294253598,0,0,1,1,1,0.0,2,2,572,0,9,728.0561111111111,34,7874,129.4973432814038,21
16,70e6cb7abc9d1f82b12c9182e5b9d5f442b62682,1294257123,0,0,1,1,1,0.0,3,1,1127,1,9,0.19998842592592592,229,7875,130.3666284623089,723
17,80a31f216d3b165400626b63faf31201570906e6,1294305577,0,0,1,1,1,0.0,6,7,318,0,6,76.78600694444444,24,8271,529.7067203232452,1254
18,9d06351462e8164b333844c4c86806d2dc639a02,1294320188,1,1,2,3,3,0.9286094774390437,72,2,35687,1,14,29.01539351851852,560,239,61.171724413364764,68
19,cac566be7a90fb457f01f17d1bc1ce282d0f905c,1294321124,1,1,2,2,2,1.0,2,2,34624,0,12,0.010833333333333334,331,7888,136.85771731252316,891
20,37789cfe4fb6cda09258a8229d88894fed47d4c7,1294321437,0,0,1,2,3,1.0818761494413496,15,16,8772,0,11,134.6452199074074,371,7891,139.83180095964698,723
21,4e6160ab37ca6aa2ac42d157f755ead4da86e770,1294331079,1,1,1,1,1,0.0,3,1,293,1,5,57.86373842592592,69,973,14.706588492903247,98
22,135fdc5bf7a2e541f6cd9af5eefd1746db9b50c7,1294335840,0,0,1,1,1,0.0,3,3,109,0,3,735.8536805555556,5,7940,1891.6218992791207,168
23,06ec71655d120a9da6bc4412bfa1ea407c2dba83,1294343906,1,1,1,2,2,0.863120568566631,11,3,2360,1,12,7.2624710648148145,313,7893,139.63173647931643,723
24,d5b2ac5401873d9ac8c29459b4b232eae34c07db,1294343923,1,1,2,3,3,1.2047306077587603,72,14,14130,1,16,50.73710262345679,586,7896,142.6299504736202,891
25,928ff2077825791c870088af7fc15af93a294250,1294343940,0,0,2,3,3,1.433176173219572,25,5,2104,1,9,301.114274691358,299,7899,145.62757480060603,891
26,8ac2041929c9d6b50c0c848d701c4bff84336c3f,1294409519,0,0,1,2,2,0.39124356362925566,13,13,971,0,4,1348.215798611111,47,7901,140.49701893411893,51
27,99e4df2949efc34d2761be7fafc5129385421683,1294413038,1,1,2,3,5,2.2312702546075758,13,9,24891,1,16,193.61487037037037,750,7906,145.18166800230472,891
28,ad9c228b6e211c908e9ff31c61374ab0934c18b0,1294413908,0,0,1,1,2,1.0,2,0,4,0,1,57.94589699074074,5,8273,519.5801401944038,103
29,d56cc88f1aed352f7f2ef51948b59e18581e49eb,1294414013,1,1,2,5,6,1.8485266015586408,43,14,29553,1,14,62.70280478395061,787,77,39.49797911074384,33
30,01f3b0b21a7dc8ab348d1216d0436e82668a4c46,1294416944,0,0,1,1,2,1.0,4,4,1605,0,9,132.04255208333333,96,7942,1892.703819267654,1186
31,412ef9264c3d3d07ef461fed571dc92d77d448d7,1294433220,0,0,2,3,6,2.5566567074628233,14,14,21587,0,13,155.7131211419753,412,7912,148.6781981332051,183
32,92d6102896d39a2d6c7492687ba2d96d52156252,1294661846,0,0,1,1,1,0.0,0,36,844,0,3,851.011099537037,38,7943,1891.2453860809096,54
33,fa43e0b55bac8f43fd536d45c7c8fb16febed009,1294676301,1,1,1,1,1,0.0,63,39,1277,0,5,261.83982638888887,46,8274,509.31998241517874,4
34,c0b83912183056ca35fdbeeb713023c4a51577b6,1294679542,0,0,1,1,1,0.0,1,1,28,1,3,187.5166087962963,11,7913,135.10021900072718,52
