,_id,date,bug,__,ns,nd,nf,entrophy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
0,ca9876dd2f1b8f4a00b1ff4be58baaa6ff774a39,1451624412,0,0,1,1,1,0.0,1,1,6374,1,35,16.32400462962963,527,3226,15.885943349825045,115
1,3fd19fdc5172cffd77f095c04f5d522f9a4eb314,1451756065,0,0,1,1,1,0.0,2,2,88,0,4,112.97372685185185,4,11726,1566.6660045889048,956
2,e2093cdeef8dcf0303ce3d8e79247c71ed53507d,1451854327,1,1,1,1,1,0.0,1,1,590,0,16,40.86443287037037,54,90,9.06016121133388,3
3,e66669feb02b79c4ac60f6dc1b5d5b31b82421fa,1451876627,0,0,1,1,1,0.0,1,1,430,0,3,32.017986111111114,12,4426,24.009312676822425,104
4,956535f5cbc0808a69e19c1e6953fde2bf012881,1451925238,0,0,1,1,1,0.0,8,1,538,0,9,48.245046296296294,25,11727,1565.6984122475428,956
5,0ab009005dc16437045369e823a35d1af6232b69,1451933342,1,1,1,1,1,0.0,3,1,1057,0,4,128.38309027777777,8,14,3.15146625372241,1
6,fa8384dfb9d229269cca4e176a1870b776894552,1451934446,0,0,1,1,1,0.0,0,33,352,0,10,14.15144675925926,30,11728,1566.534492754123,957
7,28b95edff2108c5e567debbf5e65db1a94c2ef39,1451935397,1,1,1,1,3,1.3914525464040959,19,10,7310,1,50,100.09238040123456,311,8200,909.299105186635,1727
8,dc5315c34108016c0c833f4262da8c72108a826b,1451937390,0,0,1,1,1,0.0,7,2,163,1,9,18.986261574074074,17,94,1.8014793586060471,2
9,83746fd55a13e47c9b4d33237185965a1ebdb5e4,1451938197,1,1,1,3,3,1.4355205042826666,23,4,921,1,15,169.8832484567901,44,32184,888.1768954553035,5399
10,9d549b5b62f3afd9704c66b5e348a976b2614909,1451938210,1,1,1,1,1,0.0,11,3,531,1,12,45.04034722222222,36,32185,889.1762817566745,5399
11,7f4443d5fa9248c1d0e9d07b2c502a46ca252db2,1451938217,0,0,1,1,1,0.0,6,1,751,0,26,17.15650462962963,89,32186,890.175870349738,5399
12,6c8a141a6d53285acc876aacfa0a9c4edb563b6c,1451940618,1,1,1,1,2,1.0,10,16,2162,0,35,18.587633101851853,170,75,2.49761708063676,33
13,f824737fdfab46049fafe715bf4383c0d2c47c60,1451941000,1,1,1,1,1,0.0,10,4,969,0,3,77.05665509259259,23,4429,25.730514442331142,104
14,552e9d568fde9701ea1944fb01c8aadaceaa7353,1451942228,1,1,1,1,2,0.8485481782946158,150,10,1061,0,5,130.24824074074073,20,14,2.057240326045008,2
15,a8498a77d5b6ca3adbb0ff41125bd05af0f21f2b,1451948883,1,1,1,3,6,2.319515776501326,13,16,1303,0,3,90.52585978835978,18,4436,32.555225767114486,54
16,a64b8439548c868b25d45441aebce0ec7ba944f0,1451948943,0,0,1,1,1,0.0,3,0,2753,0,12,20.897951388888888,130,4437,33.549121656356526,104
17,a7d2b4d7cef3bf3107c6cf9725cd1c6151cf18d4,1451953550,1,1,2,4,4,2.055008200826633,48,25,1382,1,27,13.519087962962962,130,11733,1571.0680800542773,1075
18,58c73de7d09ca750f5d1927448f086ee25977dad,1451953970,1,1,1,3,3,1.3830637132486205,20,8,834,1,25,33.12098765432099,66,11736,1574.0350092950075,959
19,a48ae262812733f898fe7bbd1a63188f9d0c55ed,1451955525,1,1,1,1,1,0.0,15,7,2756,0,12,0.07810185185185185,131,4438,33.85382154489812,104
20,b80ea5320084741510b0890d9df8aee981fba036,1451956886,0,0,1,1,1,0.0,0,1,114,0,1,7.244490740740741,2,11737,1574.7150181877066,959
21,66f1f89dc058e98d4b118041cd8d571a505b43db,1451958511,1,1,1,3,3,1.584962500721156,18,3,3430,1,11,100.58927854938271,97,833,205.34489724728107,470
22,4b0bc7c3a14ac446bc13d22098de8db382205401,1451968751,1,1,1,2,5,2.0878102759757633,176,13,9062,1,76,30.58445138888889,575,8205,913.2568611960935,1727
23,3b90a77d2885fb0429e8a21ab72fc73ca6f8b401,1451970550,0,0,1,1,3,1.0749329347689551,85,1,169,1,2,160.92107638888888,6,32,3.2801428108133615,3
24,906f97911951c5e33b8290a88a3badc1b328dae8,1452003518,0,0,1,1,1,0.0,0,3,1035,0,17,14.524976851851852,82,32187,888.2608305652235,5399
25,f2c36df9a2192bf970eaa410655c3e1776580f83,1452003564,0,0,1,1,1,0.0,2,0,184,1,10,2.9952662037037037,19,32188,889.2589315114244,131
26,d731315cdbf9b2e6e1a70343a39f7c39b8eb99bb,1452003579,1,1,1,1,1,0.0,45,5,1010,1,15,162.45878472222222,45,32189,890.258138918746,5399
27,ab5d2bf92f04ea56c560536e03787a9a111eac25,1452008532,1,1,1,2,2,0.5349547231656377,22,10,2349,1,13,118.51975308641974,81,319,111.21333020045338,127
28,e7d14dfe5b9e4ef4f0e4844492d1db499e8c9f5f,1452014910,0,0,1,1,2,0.6098403047164004,60,0,1613,1,4,6.834745370370371,18,12,4.061015172942703,4
29,81b35117d9e0b99a5894d65c8c419541a48c87dd,1452015886,0,0,1,2,10,3.0315791683493645,18,9,931,1,12,136.55069560185186,40,11747,1580.3463126148788,964
30,2c67c8c3038ec7dddecb6c1b29f0610f3262134d,1452016833,1,1,1,1,9,2.42895317868103,41,11,1586,0,16,58.68613554526749,94,11756,1589.1934498161986,966
31,59ca8789fb7de9e7e20bbf895b388c7e9b29d2f7,1452019699,1,1,1,1,1,0.0,13,0,539,1,12,7.052118055555556,37,1293,103.24710553081084,416
32,d7ad7b9efecf034e2d95fe48b455a8dbb2204f2e,1452025218,1,1,1,1,1,0.0,9,0,1578,0,5,19.096458333333334,40,3132,239.8936189568851,1056
33,7fa984674971e801c549e4e2f1715f6f39c962e5,1452033196,1,1,1,1,2,0.1537421803287619,108,72,1809,1,28,20.238888888888887,152,8207,911.9886976422363,1727
34,212bdd95e00c1b02ae4e797d1d38ac7dcb6d131a,1452033566,1,1,1,1,1,0.0,6,7,6374,1,35,5.259432870370371,528,11433,496.6679683309472,19
35,ddc25081d24d62ebf37e737b73b8bad8fd4b50ec,1452034567,0,0,1,1,1,0.0,11,3,18,0,2,258.1028703703704,2,8212,916.9115326845944,1728
36,ace1738f9c1ad3d351c49cb9ca0811334a24585f,1452036414,0,0,1,1,2,0.9182958340544896,15,0,1524,1,54,53.88671296296296,1212,8214,918.7083161860552,32
37,961116aeebe66bfb58bb4d51818c70d256acbbb8,1452038851,1,1,1,1,4,1.6685835576978039,164,19,7132,1,10,15.716461226851852,221,8218,922.3960003729472,58
38,7f96e266ec684943acfc1164a18d2cf005e03ef6,1452044487,1,1,1,1,2,1.0,3,1,1964,0,19,35.12614583333333,96,6,2.0952082219579635,2
39,ae8e55860b1c7cecd00ce70ed87539b56e360dae,1452044799,1,1,1,1,2,0.6247229166281141,87,54,3609,1,57,19.029467592592592,314,967,49.286289066449285,304
40,7e24e89944310ed12b18a1eefd3776838f34ee15,1452045727,0,0,1,1,1,0.0,2,2,558,0,14,62.34795138888889,49,15,3.5826099461139087,9
41,aaabe3d84988332ea26b84985a98b9d71a99cd71,1452046252,0,0,1,1,1,0.0,3,2,1500,1,10,33.201319444444444,35,1,1.0,1
42,3e4a5586f0986142ccb08a998c8038e86ac0d1bc,1452046414,1,1,1,1,1,0.0,1,1,75,0,2,132.79731481481483,2,207,8.459882109539745,2
43,9338f39459adc0d62277e141495cc5f7886b5896,1452046614,1,1,1,1,2,0.9709505944546686,53,17,113,1,3,561.5450636574074,8,2631,117.33745009579839,635
44,17ce03725cc549fc24e8972780d18ffd673f6b6c,1452046626,0,0,1,1,1,0.0,2,2,102,0,7,322.10583333333335,14,8219,922.1598435362562,1729
45,934e055f414839a9af59601aebacfeeef2b52740,1452053082,0,0,2,2,2,0.8812908992306927,9,1,4251,1,16,26.26667824074074,86,11758,1584.231834781091,1083
46,2a756625218eb795200fb5e4cc2d59b6bb0e4c60,1452053140,0,0,1,1,1,0.0,20,0,849,1,4,18.483622685185185,6,11759,1585.2223546102093,21
47,ed52e552aa9f3debe0e743e9840219a42dbd1216,1452054690,0,0,1,1,1,0.0,10,1,869,1,4,1.134212962962963,7,8220,921.967370557621,38
48,a4f27c42254a3a79d71e7d6a1b8f45970621a644,1452059407,1,1,1,1,2,0.7757069476692435,196,62,6487,1,1,19.433952546296297,33,8222,923.292259274669,1729
49,c799e4a577e325d4ef3fd74ebd5415994096cd16,1452059498,1,1,1,1,1,0.0,13,2,239,1,11,167.77930555555557,23,8223,924.2776607370351,1729
50,91f997be723a0f88df0c42051f29c23ef90db0c5,1452060514,0,0,1,1,1,0.0,11,1,1702,0,27,0.4362152777777778,125,4439,28.714902096757108,740
51,e24b2445b4d3fc77034b6ad42c8258d41a4133d1,1452090339,1,1,1,2,2,0.29367630985136955,37,21,560,0,14,5.187702546296296,28,11761,1582.2046710551574,966
52,be20948e27da60640b7cf27c8ae29214e5a214c2,1452091113,1,1,1,1,2,0.672294817075638,4,13,5741,1,17,38.07541087962963,99,835,205.00411054282793,471
53,ab096d587f9bb5dcdf895511ee6d213aade7e30f,1452092653,0,0,1,1,1,0.0,6,12,1195,1,31,20.538310185185185,129,16,4.14623180765736,10
54,a8f8d550e8d221e8bbe290e098e30b660c364ee7,1452096830,0,0,1,1,1,0.0,8,6,750,1,3,135.83707175925926,4,2204,40.07540644780805,621
55,7f0b4a879b24db2931e8b6e198540e6c45cb63b5,1452099501,0,0,1,1,1,0.0,1,1,278,1,5,637.7260763888889,10,32190,887.6125647256819,5399
56,91ba9f45c25a0a6b2695b3391d53d31763228dc2,1452101983,1,1,1,1,1,0.0,12,6,1189,0,31,7.058391203703704,130,32191,888.2391085004124,5399
57,bb91a7e2fd11a071dc32a6a65c185fbe0151145a,1452103107,0,0,2,2,51,4.870693201869929,1,7720,8725,1,29,1954.5936680737111,343,32242,938.7967137174762,6117
58,1ade16a5450925b7496e1031938175d1f5d30d31,1452103127,1,1,1,1,1,0.0,20,0,1417,1,4,0.7954398148148148,41,8224,919.871932417248,58
59,901810ae5532b669d6e59c3ee64fd390f520499c,1452103128,0,0,1,1,1,0.0,4,0,618,1,15,167.88111111111112,43,32243,939.7761579788565,5399
60,39c3e0f64285b9e3c0c0f750af5ae1aa52be79f6,1452103155,0,0,1,1,1,0.0,7,0,1284,1,23,26.970914351851853,65,32244,940.749431067131,5399
61,6866f5e1437eb410706c76109012abb2bca7e2be,1452103165,0,0,1,1,1,0.0,2,3,558,1,14,7.075439814814815,50,32245,941.7394206122344,5399
62,13ba968d750f0bbf8cb5214c366ef98adada1a85,1452103175,0,0,1,1,1,0.0,2,2,678,0,7,167.57293981481482,24,32246,942.7292966873025,5399
63,aec2f0cf855ac2d2b79ca3178dcd9f63c0b5afb0,1452103186,0,0,1,1,1,0.0,0,1,1050,0,15,8.03412037037037,46,32247,943.7180357084412,5399
64,f034b62c85ebe17a3fc4ab54edc30994cc8c8b70,1452103195,0,0,1,1,1,0.0,4,3,756,0,26,8.034652777777778,90,32248,944.708720102817,5399
65,a4f10bddc3013809e91212c43761688481ac352e,1452104393,1,1,1,2,3,1.1676516844843352,65,22,1347,1,5,122.2215162037037,36,11436,499.07701692884024,2168
66,0f870d4d866f243ba9e19631a63ae3e4cbac6f79,1452104896,0,0,1,1,2,0.9998844148717587,62,17,1722,0,9,13.75939236111111,83,4142,408.1992659000694,387
67,194a5c3e61d4509bdc9c84005305a881783939e3,1452106426,1,1,1,1,3,1.1127904556945876,82,5,7774,1,29,1.164506172839506,156,8227,922.544206416848,1729
68,c49318f04ad720296bc024c3ac49c423dceb089f,1452108062,1,1,1,1,3,1.3416320637123618,19,15,715,0,4,475.70940200617287,39,4145,411.11053977693143,387
69,8f90b5e56022b5487519f678f4253e9e6ca9146c,1452108241,0,0,1,1,1,0.0,0,1,366,0,3,9.03337962962963,44,4146,412.09947405675206,387
70,ffa078eb353ade933fe7dbd9d77a9a530e40cc98,1452111488,1,1,1,1,2,0.6036522497544011,6,55,1000,0,5,18.82170138888889,40,69,11.721950734636406,13
71,4391aca850701a6e3d7afb649aef177e07beee5c,1452111801,0,0,1,1,1,0.0,1,1,34,1,2,1392.5684490740741,2,32249,937.4266846249157,111
72,2477c0d5780ddec6439a9322a6862dfe20cc8b81,1452112809,1,1,5,14,67,6.060946234542561,182,1,33556,0,17,178.4976321634134,1520,4220,484.892021068837,673
73,af768fdd341a4d3556646c26e3ebbef3ecf19024,1452114048,1,1,1,1,2,0.6840384356390417,10,1,3137,0,27,2.106215277777778,138,8229,923.595301608746,1729
74,fb394017f1b5081f1243688c0686ba5faca96835,1452114068,1,1,1,1,2,0.5916727785823275,6,1,4727,1,38,0.37407986111111113,250,8231,925.5924880705966,1729
75,b598a7fc5d167fe5be137d2c5cc9f1f6a01636ef,1452116539,0,0,1,1,2,0.4725472219330292,55,34,513,1,16,61.898721064814815,33,32251,935.2957617507694,5399
76,19e27c731b0e2fa97d049f5e6400698bc36ae3e4,1452117020,1,1,1,1,1,0.0,22,15,685,1,33,6.368287037037037,71,32252,935.8866930005737,111
77,42206598671a44111c8f726ad33dc7b265bdf669,1452117440,1,1,1,1,2,0.9992492479956565,33,29,3517,1,33,20.104137731481483,122,32254,937.5278069517187,5399
78,6e28bf379535ea22e81b5065b2a1ebf6007b5727,1452117499,0,0,1,1,1,0.0,1,1,507,1,7,485.7441435185185,17,32255,938.4762634039281,111
79,d02193c628c1b442909950f310362d9e7b66e94a,1452117996,0,0,1,1,1,0.0,11,0,590,1,16,3.063738425925926,55,32256,939.0387159445427,111
80,fc1793dde99c51ee98349810d396467972b56e6d,1452118033,1,1,1,1,1,0.0,18,0,184,1,7,33.88878472222222,135,32257,940.0058843542407,111
81,542ffc7e75cf45ac7ad456664a710cd96338fda6,1452118526,1,1,5,18,79,5.91520911226754,188,185,36600,0,27,46.58272183641975,1734,4310,568.1823609686571,677
82,62c280ac1c2fce24133359513fa33ff11315f5ad,1452118537,1,1,1,1,1,0.0,1,1,552,0,13,1.237638888888889,38,8232,925.8870645252161,1730
83,2c7c4194c6ff8ca5f1b4fd0f2a43491f26f63d98,1452120532,1,1,1,1,1,0.0,24,1,2764,0,12,1.9176041666666668,132,4440,27.97986301739387,104
84,70c9a8187a2732f969aaaa78e0e6f139d04ef3eb,1452122086,1,1,1,1,2,0.9587118829771318,20,1,4293,1,17,8.685144675925926,101,11772,1589.8512771284827,966
