,_id,date,bug,__,ns,nd,nf,entrophy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
0,d2593a24e6a5795f264258bb6ac342c8aa3da294,1294171505,0,0,4,15,25,3.8562419405810195,66,62,7122,0,22,117.40784722222222,331,25,25.0,25
1,ba318f25bb4c2c0a48767127b9943852ccac2d07,1294260098,0,0,1,1,1,0.0,6,0,785,0,5,13.734988425925925,53,6,1.0864140003211522,2
2,76de00db80f5b1d1fb3ecbce977578c185777571,1294270772,0,0,4,5,5,1.02404593011187,207,36,2119,0,5,227.7151678240741,97,12,6.976272534803714,7
3,d3fd537ea59272e2141ccee839400a93c0196e36,1294618204,0,0,1,1,1,0.0,1,0,594,0,3,93.67216435185185,9,1,1.0,2
4,f18cb761731a791bf1b9ee8c6308bfce5c9d3e62,1294618436,0,0,2,2,4,1.9202044457091245,17,14,1518,0,12,227.1375954861111,57,29,8.050017718827517,5
5,df14a70c4529821d7450303ec553a9f608af1656,1294623559,0,0,1,1,4,1.8910611120726526,12,6,2834,0,12,194.81232349537038,89,7,4.009330825032946,5
6,c7c57e34dbcc58c38c565dc98cfea4bf7736560a,1294623562,0,0,1,1,1,0.0,2,0,169,0,3,628.443113425926,7,30,8.787438607660668,3
7,0d2b61f11d0501fcf1e5a1c19f18dac03e0b09bc,1294623562,0,0,1,1,2,0.9182958340544896,3,0,497,0,9,332.2738541666667,34,32,10.787438607660668,4
8,2bf9db0d3b0b4cf4e11187ea7438ddeb1262fe21,1294623562,0,0,1,1,1,0.0,2,0,236,0,4,19.166655092592592,14,1,1.0,2
9,f00e0ce556fc22fef180c74a9d78f1908d9aeb0b,1294623562,0,0,2,2,2,1.0,14,6,1029,0,13,49.19880787037037,49,34,12.787438607660668,9
10,1b5a4a0c5de5fdaa4f8907357a0aa80e365dd199,1294623562,0,0,1,1,1,0.0,6,0,246,0,5,33.24880787037037,10,35,13.78743860766067,5
11,de8b2c4276afec670dee5c7942ac74f2d0c66500,1294623562,0,0,1,1,1,0.0,3,0,78,0,2,808.278125,2,1,1.0,1
12,727ee98a401b5993f6b952074f43c7f770604acf,1294623562,0,0,1,1,1,0.0,1,1,243,0,4,33.24880787037037,9,36,14.78743860766067,4
13,a70c5d4567477635651eea9eba0cc03e15dd14d6,1294665267,0,0,1,1,1,0.0,1,0,29,0,1,13.054918981481482,8,5031,4914.019067547955,78
14,967e2c37267dbad4c45108db902e62defc2377aa,1294671401,0,0,1,1,1,0.0,4,0,45,0,1,13.125914351851852,2,5032,4914.835772790964,78
15,0fc3a3982922a5c211da7ec85e6ec86b65294566,1294678884,0,0,1,1,1,0.0,1,1,599,0,5,0.6454513888888889,12,37,11.25868060614211,4
16,0ce6ca9c7bc285eb644cdaacec92afca24939841,1294694794,0,0,1,1,1,0.0,4,1,1626,0,10,0.8295949074074074,59,38,11.347464415562962,5
17,0fde32f3d80eb1480c7fab30fb3374fedbef6973,1294730771,0,0,1,1,1,0.0,1,0,30,0,1,0.9231365740740741,9,5033,4914.370954952188,78
18,9445b497c55da5cbdd44f8ec599cff5eaea2ce6c,1294751317,0,0,1,1,1,0.0,1,0,30,0,1,1.1609375,10,5034,4914.576893200411,78
19,b6f13cd1cb070ea830e0db4f289b7ef54e0c6cb8,1294755159,0,0,4,4,5,1.6606332734954723,61,17,1762,0,8,133.51353935185185,81,5,5.0,6
