,_id,date,bug,__,ns,nd,nf,entrophy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
0,6bf9bd5f785ed4fc1ca576e5b729e75fc0a3aa27,1306859138,0,0,1,1,1,0.0,1,0,88,0,64,14.719583333333333,87,13,8.332491023447057,2
1,b6e9072a89396aaf1ab616671fd427ec059a2daa,1306859495,0,0,2,2,2,0.3095434291503252,12,6,146,0,64,6.812233796296296,90,15,10.328284635289789,5
2,6085115befa0c93aa97371557fa1cb88aa401db3,1306859614,0,0,1,2,2,0.8812908992306927,8,2,1610,0,36,3.857291666666667,180,95,51.6678555813234,24
3,51247c01f8ec3b89657c130935d039ae9fa776b0,1306859713,0,0,1,1,1,0.0,7,0,64,0,1,0.002523148148148148,3,16,11.31818227172816,3
4,770c0a5ecd2e19318e5b581de1f23e4e1d3f5f9d,1306859856,0,0,1,1,1,0.0,1,1,176,0,6,0.02732638888888889,36,359,131.14227001018,110
5,e16ac0dbe6d1ca73ef6bb8f906c2dfdf2269ab6d,1306860218,1,1,1,1,1,0.0,5,0,88,0,64,14.732083333333334,89,17,12.289162074082787,2
6,36c93967577578936bd99a5c9cf344390509e484,1306860366,0,0,2,7,11,2.7102627702325766,28,40,7920,0,64,11.279065656565656,800,106,62.64255692653753,30
7,7184eb32a45c23de3d7296dce611ee4dde190231,1306860663,0,0,1,1,1,0.0,1,1,199,0,3,0.0034375,15,107,63.594969599693854,29
8,1eee07811f9fb5fd29192b17610a6b2d2e6c3578,1306863273,1,1,1,4,8,2.3698716019824473,113,14,1580,0,29,36.40928385416667,294,301,221.07934223943147,72
9,add164c45db31baf8f12c3e5dede140c51a2e498,1306865429,1,1,1,1,1,0.0,4,0,243,0,3,63.749456018518515,13,692,20.751085771235672,141
10,f668339effa089360c1989082c83afc35489f71e,1306866075,0,0,1,1,2,0.9414231081869793,103,3,1146,0,20,3.6099305555555556,136,303,222.71347957869366,72
11,7beafb1aafac97e6dfc28108062785465cc8f577,1306867092,1,1,1,1,1,0.0,14,8,2597,0,43,1.1307523148148149,314,747,375.96231983247475,239
12,f2da479b8988cd55d39e89935b10e0b348df43c9,1306870609,0,0,1,1,2,0.8403586716091171,14,38,1522,0,21,14.246215277777777,112,65,45.8109025257986,48
13,2c1dd72060fccbe7f32a6aa08c1ce67476806680,1306873726,0,0,1,1,1,0.0,2,2,798,0,3,5.180347222222222,9,693,21.621955190552455,141
14,665c38ecfc30c6ffb69f05796ebec4d100e13260,1306874259,0,0,1,1,1,0.0,0,1,566,0,7,3.8789467592592595,20,315,10.435357408770697,39
15,f16f55a08038c78200a490055183104fc6a9348d,1306874605,0,0,1,1,1,0.0,50,6,839,0,16,0.09872685185185186,70,304,222.54271847307677,72
16,138808a2d728a7c8dc182813fafa282f72c30eae,1306875605,0,0,1,1,2,1.0,2,2,416,0,9,5.064097222222222,44,109,63.3920032032935,31
17,2010bd7f8c200a95496cc47e395a21fc9f4e278e,1306876997,0,0,1,1,1,0.0,10,10,71,0,1,0.2000462962962963,4,18,12.322022078749308,3
18,5922b5dc166476adf550abbbacc21e4585e53a37,1306877016,0,0,1,1,1,0.0,2,1,1118,0,12,18.844236111111112,50,966,382.75851963767167,209
19,75cf63108befbc4dbc7f61c36862a43defb90654,1306877323,0,0,1,1,1,0.0,0,7,71,0,1,0.0037731481481481483,5,19,13.29878781996422,3
20,abeef6b6942b05469daceac4f95ac75f5b23fda5,1306878092,0,0,1,1,1,0.0,1,0,64,0,1,0.012673611111111111,6,20,14.23576578458311,3
21,b0c43e57ad6a7e5be8a749e70da39b7f7ba547bd,1306878587,1,1,1,1,1,0.0,4,6,91,0,6,13.01849537037037,13,2568,902.2018896896346,520
22,beb6bf93d0bab5b50c6f0af90758e21cc68187ab,1306878964,1,1,1,2,4,1.096801586642763,28,7,3048,0,34,0.3516898148148148,442,735,172.45912040757486,140
23,de7ae78561641bab3ba2d5783ec64acf67e96fb3,1306879170,0,0,1,1,4,0.14723472315211739,0,653,653,0,1,0.0059490740740740745,8,24,18.10078124022029,4
24,81f40ed1ca284bc9a8ee948ae23fdff93d632cb0,1306882233,0,0,1,1,1,0.0,2,1,89,0,6,0.042199074074074076,14,2569,903.0987106492845,520
25,8797933e5977b289ccc1a626ed60c10b8527f99b,1306883766,1,1,1,1,1,0.0,114,28,157,0,10,5.124143518518519,27,110,63.25440805582264,31
26,6cedb4c4b2d4aec5d76fe03e96304a2a6aa88b35,1306901321,1,1,2,2,2,0.3591016256485496,41,3,381,0,3,2.362997685185185,23,1017,49.64316172225086,116
27,db68508e1468e9d2d3469f2ea6a9ec577d1190bc,1306931801,1,1,1,1,1,0.0,20,0,1999,0,32,0.6115393518518518,161,736,164.29657247463896,140
28,5b45d5477cfff946ada581676db54fb254be6522,1306932019,0,0,1,1,1,0.0,9,7,169,0,15,14.72744212962963,43,10,3.885841368247876,6
29,b8f2f8d63608d76af41fd218dddb955bdc656354,1306936815,0,0,1,3,3,1.1254908068679137,28,14,1432,0,23,0.7668132716049383,200,307,220.20725697397432,72
30,9fc8e71f1b201adc0a5e49ac3a94e22bf47596fb,1306937820,1,1,1,2,2,0.7642045065086203,5,4,451,0,13,7.290972222222222,47,361,129.236565399254,110
31,3fa4ece45eea12f0923c55d87130c668bafd2751,1306938713,0,0,1,3,5,2.3606664428478603,24,27,4106,0,34,1.8740123456790123,358,313,225.99782905950542,72
32,a26e21040681fd6db5a6ae862ca18ee17689854c,1306938769,0,0,1,1,2,1.0,12,8,1498,0,21,0.7888888888888889,114,67,46.901486768267326,48
