,_id,date,bug,__,ns,nd,nf,entrophy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
0,de15f6165e53cd14829088d342ca6823b07fa748,1306861089,1,1,1,1,2,0.8420956603976348,159,0,250,0,4,131.35162037037037,14,1552,766.9211252904413,567
1,67b4db9e9eb669fee1716e2f4b2bbbe08fe2e04e,1306863692,1,1,1,1,3,0.4681666405523326,26,0,4463,1,12,35.602168209876545,355,239,171.515543846369,174
2,fd0cf087481d476db91b4a43f6a547a6c2e443b5,1306863971,0,0,1,1,1,0.0,2,2,170,0,13,69.08511574074075,54,512,454.1723029680856,375
3,dfc38ae9c312a9087e03cac602c21b313c10b75d,1306865102,0,0,1,1,1,0.0,1,0,481,0,3,11.758854166666667,23,7842,4430.369476079029,1423
4,f0b819b11e5cbca77139c97414095a84323cbcd4,1306865280,0,0,1,1,1,0.0,1,1,40,0,1,277.78694444444443,4,7843,4431.364267712808,1423
5,71101f3c8530bb53e8d32956534c4ada88da61c5,1306865659,0,0,1,1,1,0.0,32,0,15,0,1,59.80046296296296,2,7844,4432.348842124978,1423
6,2261021be1b7ecc0c0fbd4a62250e2dfe5b81eb5,1306866261,0,0,1,1,1,0.0,2,2,170,0,13,0.026504629629629628,55,18170,7595.783094107113,4490
7,6216307e25d00bfd5ca18b8dacbb6ac85f2b9d6a,1306867284,0,0,1,1,1,0.0,2,3,372,0,3,394.9384606481481,8,18171,7596.755108498371,97
8,9b82408f6df2dde74828f9c945112ef554f67397,1306867941,1,1,1,1,3,0.8359922814745508,47,1,3901,0,13,82.61110725308642,327,226,86.84397182807982,122
9,5ab096d0308f7a3f8a59286e2a4123af7e26e3ae,1306868740,0,0,2,2,3,1.1254908068679135,5,16,1499,0,8,32.36453317901234,120,18174,7599.699274937394,5049
10,c72dbaf3124f5ce4d77aab723ebe5150d4c27ad2,1306870833,0,0,1,1,1,0.0,1,1,217,0,4,0.11277777777777778,10,1553,767.4864088327944,567
11,5b62ba14c460a23d31c8c2645a41c196ceee8220,1306870907,1,1,2,2,2,0.9182958340544896,2,1,2562,1,8,33.30646412037037,122,241,173.19799476920923,187
12,15dcdf751cfd9f075c3071b3ca1d5303334f2694,1306871524,0,0,1,1,1,0.0,1,1,2457,1,9,0.04146990740740741,170,18175,7600.50211758343,4490
13,4706ce309f9176f7726f824fe88ebae79ccda6e2,1306872923,0,0,1,1,1,0.0,7,4,240,0,6,9.143969907407408,28,18176,7601.390801195403,4490
14,f4349f7368ae46cf7aa34119a6c930ae7be113a2,1306873011,0,0,1,1,2,0.48890859144051524,18,29,82,0,1,7.958524305555556,5,4169,3324.309717617565,17
15,fecab4058655c14887b4109b508c7fc640b3b563,1306875935,0,0,1,1,2,0.8541802051521675,26,17,930,1,2,4.669357638888889,5,21,13.457705725656634,14
16,378c806c31ad47b67918f18f75c8b096aa090757,1306877073,0,0,1,1,1,0.0,1,1,17,0,2,0.04701388888888889,3,7207,2934.784813267375,5
17,9ec0c01e19db38f809403858fbd4ef6e6d6e03b8,1306885791,1,1,1,1,3,1.415134862081775,45,37,5952,0,6,0.9942592592592593,64,7210,2937.340860415945,1614
18,9f0cabfab97aa2194d5757c1fcd78018d72d65e2,1306889295,1,1,1,1,4,1.8608506925298602,151,82,687,1,11,27.44024884259259,48,1389,731.2715142111507,357
19,581bd378ec1187780123df66a060be5faebef917,1306893406,0,0,1,1,1,0.0,21,8,213,0,6,35.039027777777775,12,1390,732.0616446650608,357
